,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,sodium,vitamin_a,vitamin_a_rae,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,glycine,carbohydrate,fiber,sugars,glucose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,water
8143,"Pork, unheated, separable lean and fat, bone-in, slice, ham and water product, cured",100 g,149,9.3g,3.1g,50mg,13.69 g,1099.00 mg,33.00 IU,10.00 mcg,0.46 mcg,0.342 mg,0.0 mg,0,0.18 mg,0.0 mcg,8.00 mg,0.132 mg,1.39 mg,14.00 mg,0.022 mg,213.00 mg,205.00 mg,13.3 mcg,1.60 mg,0.736 g,2.72 g,0.0 g,0.85 g,0.85 g,0.00 g,9.29 g,3.076 g,4.212 g,1.250 g,50.00 mg,0.0 g,3.23 g,0.00 mg,71.07 g
8144,"Margarine-like vegetable-oil spread, with added vitamin D, 60% fat, stick/tub/bottle",100 g,535,59g,10g,1mg,0.60 g,785.00 mg,3577.00 IU,819.00 mcg,0.07 mcg,0.006 mg,0.1 mg,429.00 IU,5.00 mg,101.3 mcg,21.00 mg,0.000 mg,0.00 mg,2.00 mg,0,16.00 mg,30.00 mg,0.0 mcg,0.00 mg,0,0.00 g,0.0 g,0.00 g,0,0,59.17 g,10.042 g,20.316 g,24.686 g,1.00 mg,0.0 g,1.70 g,0.00 mg,38.68 g
8145,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",100 g,132,5.2g,1.9g,64mg,19.99 g,69.00 mg,0.00 IU,0.00 mcg,2.67 mcg,0.150 mg,0.0 mg,0,0.22 mg,0,12.00 mg,0.116 mg,1.74 mg,25.00 mg,0.024 mg,186.00 mg,287.00 mg,22.7 mcg,4.15 mg,0.976 g,0.00 g,0.0 g,0,0,0,5.20 g,1.860 g,2.090 g,0.480 g,64.00 mg,0,1.07 g,0,74.14 g
8146,"KEEBLER, Dark Chocolate Fudge Stripes Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",100 g,479,20g,13g,0,4.50 g,392.00 mg,0,0,0,0.010 mg,0,2.00 IU,0,0,0,0,1.70 mg,43.00 mg,0,70.00 mg,362.00 mg,0,0.40 mg,0,71.20 g,3.2 g,39.30 g,0,0,20.10 g,13.400 g,2.300 g,3.600 g,0.00 mg,0,0,0,1.82 g
8147,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, tip round, round",100 g,189,12g,4.6g,65mg,19.60 g,58.00 mg,0.00 IU,0,3.01 mcg,0.410 mg,0.0 mg,0,0,0,5.00 mg,0.076 mg,2.00 mg,22.00 mg,0.013 mg,193.00 mg,329.00 mg,19.6 mcg,4.41 mg,1.069 g,0.00 g,0.0 g,0,0,0,11.67 g,4.600 g,5.000 g,0.460 g,65.00 mg,0.0 g,0.95 g,0.00 mg,66.10 g
8148,"Pork, pan-fried, cooked, separable lean and fat, bone-in, blade (chops), loin, fresh",100 g,256,17g,4.3g,82mg,25.02 g,85.00 mg,17.00 IU,5.00 mcg,0.72 mcg,0.476 mg,0.0 mg,27.00 IU,0.20 mg,0.0 mcg,48.00 mg,0.105 mg,0.84 mg,20.00 mg,0.011 mg,226.00 mg,318.00 mg,36.7 mcg,2.88 mg,1.103 g,0.00 g,0.0 g,0.00 g,0,0,16.56 g,4.266 g,9.466 g,2.830 g,82.00 mg,0.0 g,1.23 g,0.00 mg,58.01 g
8149,"Pork, broiled, cooked, bone-in, separable lean only, country-style ribs, loin, fresh",100 g,216,12g,3.1g,89mg,27.83 g,84.00 mg,9.00 IU,3.00 mcg,0.73 mcg,0.575 mg,0.0 mg,44.00 IU,0.26 mg,0.0 mcg,61.00 mg,0.117 mg,1.02 mg,24.00 mg,0.012 mg,284.00 mg,370.00 mg,42.9 mcg,3.73 mg,1.258 g,0.00 g,0.0 g,0.00 g,0,0,11.65 g,3.096 g,3.610 g,1.262 g,89.00 mg,0.0 g,1.10 g,0.00 mg,59.98 g
8150,"Beef, fast fried, cooked, separable lean and fat, rump centre, imported, New Zealand",100 g,192,8g,2.8g,78mg,30.01 g,55.00 mg,38.00 IU,12.00 mcg,2.20 mcg,0.274 mg,0.0 mg,7.00 IU,0.56 mg,0,5.00 mg,0.144 mg,2.95 mg,29.00 mg,0.012 mg,253.00 mg,425.00 mg,1.9 mcg,4.05 mg,1.634 g,0.00 g,0.0 g,0.00 g,0,0,7.96 g,2.795 g,2.776 g,0.406 g,78.00 mg,0.0 g,1.37 g,0.00 mg,61.45 g
8151,"Chicken, original seasoning, rotisserie, cooked, meat only, back, broilers or fryers",100 g,205,12g,3g,123mg,25.34 g,661.00 mg,57.00 IU,17.00 mcg,0.71 mcg,0.140 mg,0.0 mg,0,0.25 mg,0.0 mcg,38.00 mg,0.079 mg,0.97 mg,21.00 mg,0.024 mg,250.00 mg,309.00 mg,48.3 mcg,2.04 mg,1.323 g,0.00 g,0.0 g,0.00 g,0.00 g,0.00 g,11.54 g,3.007 g,4.898 g,1.701 g,123.00 mg,0.0 g,2.61 g,0.00 mg,61.24 g
8152,"Chicken, original seasoning, rotisserie, cooked, meat only, wing, broilers or fryers",100 g,197,9.5g,2.2g,140mg,27.69 g,725.00 mg,37.00 IU,11.00 mcg,0.38 mcg,0.180 mg,0.0 mg,0,0.28 mg,0.0 mcg,32.00 mg,0.066 mg,0.97 mg,24.00 mg,0.023 mg,264.00 mg,322.00 mg,51.1 mcg,2.05 mg,1.463 g,0.00 g,0.0 g,0.00 g,0.00 g,0.00 g,9.53 g,2.223 g,3.766 g,1.323 g,140.00 mg,0.0 g,2.65 g,0.00 mg,61.13 g
8153,"MCKEE BAKING, Chocolate Covered, Wafers with Peanut Butter, LITTLE DEBBIE NUTTY BARS",100 g,548,33g,6.3g,0,8.00 g,223.00 mg,0,0,0,0,2.0 mg,0,0,0,0,0,0,0,0,0,0,0,0,0,55.20 g,0,34.00 g,0,0,32.80 g,6.290 g,0,0,0,0,1.00 g,0,3.00 g
8154,"Beef, braised, cooked, separable lean only, brisket point end, imported, New Zealand",100 g,202,7.1g,2.2g,95mg,34.51 g,30.00 mg,41.00 IU,12.00 mcg,1.18 mcg,0.195 mg,0.0 mg,7.00 IU,0.85 mg,0,6.00 mg,0.113 mg,2.78 mg,20.00 mg,0.013 mg,167.00 mg,178.00 mg,5.3 mcg,5.16 mg,1.880 g,0.00 g,0.0 g,0.00 g,0,0,7.05 g,2.220 g,2.976 g,0.435 g,95.00 mg,0.0 g,0.83 g,0.00 mg,58.64 g
8155,"Potatoes, oven-heated, frozen, salt not added in processing, all types, french fried",100 g,172,5.2g,1g,0,2.66 g,32.00 mg,0,0,0,0.184 mg,13.3 mg,0.00 IU,0.11 mg,2.5 mcg,12.00 mg,0.135 mg,0.74 mg,26.00 mg,0.210 mg,97.00 mg,451.00 mg,0.2 mcg,0.38 mg,0,28.71 g,2.6 g,0.28 g,0.11 g,0.18 g,5.22 g,1.029 g,3.237 g,0.321 g,0.00 mg,0.0 g,1.90 g,0.00 mg,61.51 g
8156,"Pork, unheated, separable lean and fat, bone-in, shank, ham and water product, cured",100 g,243,20g,6.6g,55mg,14.28 g,936.00 mg,36.00 IU,11.00 mcg,0.47 mcg,0.241 mg,0.0 mg,0,0.41 mg,0.0 mcg,6.00 mg,0.122 mg,0.82 mg,14.00 mg,0.022 mg,188.00 mg,215.00 mg,24.1 mcg,1.85 mg,0.805 g,1.42 g,0.0 g,0.86 g,0.41 g,0.37 g,20.00 g,6.583 g,8.993 g,2.689 g,55.00 mg,0.0 g,2.74 g,0.00 mg,61.56 g
8157,"Lamb, braised, cooked, separable lean and fat, boneless, flap, imported, New Zealand",100 g,376,33g,14g,76mg,20.48 g,51.00 mg,80.00 IU,24.00 mcg,1.25 mcg,0.081 mg,0.0 mg,3.00 IU,0.57 mg,0,8.00 mg,0.074 mg,1.11 mg,15.00 mg,0.003 mg,122.00 mg,182.00 mg,5.9 mcg,3.20 mg,0.876 g,0.14 g,0.0 g,0.00 g,0,0,32.63 g,13.534 g,8.805 g,1.185 g,76.00 mg,0.0 g,0.52 g,0.00 mg,47.82 g
8158,"Beef, braised, cooked, separable lean only, brisket navel end, imported, New Zealand",100 g,265,16g,5.5g,79mg,29.35 g,39.00 mg,53.00 IU,16.00 mcg,1.34 mcg,0.102 mg,0.0 mg,9.00 IU,0.71 mg,0,7.00 mg,0.068 mg,1.84 mg,14.00 mg,0.004 mg,113.00 mg,142.00 mg,3.6 mcg,5.76 mg,1.598 g,0.00 g,0.0 g,0.00 g,0,0,16.37 g,5.527 g,6.997 g,0.509 g,79.00 mg,0.0 g,0.93 g,0.00 mg,54.88 g
8159,"KFC, skin and breading removed, meat only, Drumstick, ORIGINAL RECIPE, Fried Chicken",100 g,175,7.7g,1.8g,137mg,26.30 g,524.00 mg,0,0,0.64 mcg,0.248 mg,0,0,0,0,16.00 mg,0.083 mg,1.04 mg,23.00 mg,0.056 mg,223.00 mg,273.00 mg,30.9 mcg,2.50 mg,2.211 g,0.11 g,0,0,0,0,7.66 g,1.838 g,2.816 g,1.963 g,137.00 mg,0,2.16 g,0,63.77 g
8160,"Beef, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",100 g,268,18g,7.2g,89mg,25.85 g,49.00 mg,11.00 IU,3.00 mcg,1.90 mcg,0.470 mg,0.0 mg,4.00 IU,0.33 mg,1.6 mcg,13.00 mg,0.077 mg,2.24 mg,20.00 mg,0.028 mg,175.00 mg,265.00 mg,28.4 mcg,5.06 mg,1.477 g,0.00 g,0.0 g,0.00 g,0,0,17.68 g,7.243 g,7.944 g,0.775 g,89.00 mg,0.0 g,0.99 g,0.00 mg,55.96 g
8161,"Beverages, low calorie, with high vitamin C with other added vitamins, powder, fruit-flavored drink",100 g,227,0.2g,,0,0.25 g,14.00 mg,20000.00 IU,5997.00 mcg,0.00 mcg,8.000 mg,2400.0 mg,0.00 IU,0.02 mg,0.0 mcg,800.00 mg,0.011 mg,0.08 mg,245.00 mg,0.008 mg,493.00 mg,2518.00 mg,0.0 mcg,0.01 mg,0,91.00 g,2.2 g,0.00 g,0,0,0.16 g,0.010 g,0.038 g,0.034 g,0.00 mg,0.0 g,7.27 g,0.00 mg,1.32 g
8162,"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",100 g,302,19g,7.6g,120mg,30.12 g,50.00 mg,0.00 IU,0.00 mcg,2.22 mcg,0.295 mg,0.0 mg,13.00 IU,0.53 mg,1.9 mcg,17.00 mg,0.104 mg,2.53 mg,20.00 mg,0.010 mg,183.00 mg,242.00 mg,28.3 mcg,6.98 mg,1.850 g,0.00 g,0.0 g,0.00 g,0,0,19.22 g,7.620 g,8.276 g,0.730 g,120.00 mg,0.0 g,0.92 g,0.00 mg,50.45 g
8163,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,246,16g,5.6g,76mg,24.66 g,86.00 mg,6.00 IU,2.00 mcg,3.15 mcg,0.375 mg,0.0 mg,4.00 IU,0,1.6 mcg,7.00 mg,0.154 mg,3.07 mg,25.00 mg,0,220.00 mg,351.00 mg,32.0 mcg,9.71 mg,1.161 g,1.53 g,0.0 g,0.00 g,0,0,15.70 g,5.566 g,6.828 g,0.586 g,76.00 mg,0.0 g,0.94 g,0.00 mg,57.18 g
8164,"Duck, braised, cooked without skin, bone in, meat only, leg, White Pekin, domesticated, young duckling",100 g,178,6g,1.3g,105mg,29.10 g,108.00 mg,0,0,0,0,2.3 mg,0,0,0,10.00 mg,0,2.33 mg,0,0,0,0,21.6 mcg,0,1.616 g,0.00 g,0,0,0,0,5.96 g,1.339 g,2.637 g,0.909 g,105.00 mg,0,1.10 g,0,64.60 g
8165,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",100 g,277,20g,8.7g,87mg,24.98 g,71.00 mg,25.00 IU,7.00 mcg,3.03 mcg,0.373 mg,0.0 mg,5.00 IU,0.10 mg,1.6 mcg,16.00 mg,0.077 mg,2.45 mg,22.00 mg,0.012 mg,193.00 mg,325.00 mg,27.5 mcg,8.68 mg,1.140 g,0.00 g,0.0 g,0.00 g,0,0,19.64 g,8.660 g,9.457 g,0.810 g,87.00 mg,0.0 g,0.94 g,0.00 mg,55.22 g
8166,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",100 g,192,8.5g,3.5g,77mg,28.98 g,59.00 mg,7.00 IU,2.00 mcg,2.25 mcg,0.623 mg,0.0 mg,3.00 IU,0.07 mg,1.6 mcg,6.00 mg,0.096 mg,2.34 mg,26.00 mg,0.096 mg,181.00 mg,318.00 mg,39.5 mcg,7.05 mg,1.482 g,0.00 g,0.0 g,0.00 g,0,0,8.48 g,3.534 g,4.015 g,0.539 g,77.00 mg,0.0 g,1.05 g,0.00 mg,62.56 g
8167,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",100 g,338,27g,11g,80mg,21.55 g,64.00 mg,0.00 IU,0.00 mcg,2.89 mcg,0.230 mg,0.0 mg,0,0,0,10.00 mg,0.079 mg,2.19 mg,19.00 mg,0.013 mg,182.00 mg,309.00 mg,21.0 mcg,5.07 mg,1.176 g,0.00 g,0.0 g,0,0,0,27.22 g,11.060 g,11.510 g,1.030 g,80.00 mg,0,1.04 g,0,48.74 g
8168,"Duck, broiled, cooked without skin, boneless, meat only, breast, White Pekin, domesticated, young duckling",100 g,140,2.5g,0.6g,143mg,27.60 g,105.00 mg,0,0,0,0,3.2 mg,0,0,0,9.00 mg,0,4.49 mg,0,0,0,0,29.0 mcg,0,1.532 g,0.00 g,0,0,0,0,2.50 g,0.578 g,0.871 g,0.378 g,143.00 mg,0,1.40 g,0,68.25 g
8169,"Fruit cocktail, solids and liquids, water pack, canned, (peach and pineapple and pear and grape and cherry)",100 g,32,0.1g,,0,0.42 g,4.00 mg,250.00 IU,13.00 mcg,0.00 mcg,0.052 mg,2.1 mg,0.00 IU,0.40 mg,2.6 mcg,5.00 mg,0.071 mg,0.25 mg,7.00 mg,0.150 mg,11.00 mg,94.00 mg,0.5 mcg,0.09 mg,0,8.51 g,1.0 g,7.51 g,0,0,0.05 g,0.006 g,0.009 g,0.020 g,0.00 mg,0.0 g,0.26 g,0.00 mg,90.76 g
8170,"Lamb, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",100 g,271,18g,7.5g,96mg,25.51 g,72.00 mg,0.00 IU,0,2.57 mcg,0.140 mg,0.0 mg,0,0,0,16.00 mg,0.121 mg,1.93 mg,24.00 mg,0.024 mg,193.00 mg,318.00 mg,27.2 mcg,4.74 mg,1.246 g,0.00 g,0.0 g,0,0,0,18.01 g,7.450 g,7.630 g,1.290 g,96.00 mg,0,1.06 g,0,55.82 g
8171,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,137,6g,2.6g,69mg,20.61 g,85.00 mg,6.00 IU,2.00 mcg,2.95 mcg,0.403 mg,0.0 mg,4.00 IU,0.20 mg,1.5 mcg,18.00 mg,0.065 mg,2.18 mg,21.00 mg,0.011 mg,204.00 mg,357.00 mg,22.5 mcg,8.21 mg,0.918 g,0.00 g,0.0 g,0.00 g,0,0,6.01 g,2.550 g,3.110 g,0.310 g,69.00 mg,0.0 g,1.03 g,0.00 mg,72.48 g
8172,"Beef, raw, separable lean only, boneless, top sirloin cap-off steak/roast, loin, grass-fed, imported, Australian",100 g,122,3.9g,1.6g,54mg,21.90 g,60.00 mg,0.00 IU,0.00 mcg,0,0,0.0 mg,0,0,0,5.00 mg,0,2.53 mg,0,0,0,0,0,0,0.975 g,0.00 g,0.0 g,0.00 g,0,0,3.87 g,1.601 g,1.495 g,0.338 g,54.00 mg,0.0 g,1.11 g,0.00 mg,74.10 g
8173,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",100 g,166,5.2g,1.7g,75mg,28.01 g,60.00 mg,0.00 IU,0.00 mcg,4.41 mcg,0.660 mg,0.0 mg,0,0.10 mg,0.0 mcg,5.00 mg,0.127 mg,3.12 mg,26.00 mg,0.032 mg,237.00 mg,368.00 mg,41.3 mcg,5.68 mg,1.706 g,0.00 g,0.0 g,0.00 g,0,0,5.17 g,1.716 g,2.006 g,0.286 g,75.00 mg,0.0 g,1.20 g,0.00 mg,65.76 g
8174,"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",100 g,264,18g,6.9g,81mg,26.18 g,52.00 mg,0,0,1.88 mcg,0.650 mg,0.0 mg,5.00 IU,0.23 mg,1.6 mcg,14.00 mg,0.067 mg,2.48 mg,20.00 mg,0.003 mg,216.00 mg,265.00 mg,24.8 mcg,4.16 mg,1.288 g,0.00 g,0.0 g,0.00 g,0,0,17.69 g,6.925 g,7.883 g,0.813 g,81.00 mg,0.0 g,1.06 g,0.00 mg,55.99 g
8175,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",100 g,209,11g,4.7g,98mg,26.53 g,74.00 mg,7.00 IU,2.00 mcg,4.28 mcg,0.461 mg,0.0 mg,4.00 IU,0.07 mg,1.6 mcg,16.00 mg,0.104 mg,3.37 mg,23.00 mg,0.017 mg,202.00 mg,306.00 mg,28.0 mcg,10.40 mg,1.181 g,0.00 g,0.0 g,0.00 g,0,0,11.46 g,4.730 g,4.730 g,0.710 g,98.00 mg,0.0 g,1.02 g,0.00 mg,61.06 g
8176,"Beverages, fortified with vitamins B6 and B12, charged citrus, loaded cherry, grape, Original, NOS energy drink, THE COCA-COLA COMPANY",100 g,44,0g,,0,0.00 g,85.00 mg,0.00 IU,0.00 mcg,2.50 mcg,0.833 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0,11.25 g,0.0 g,11.25 g,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.28 g,34.00 mg,88.45 g
8177,"Lamb, roasted, cooked, trimmed to 0"" fat, separable lean and fat, bone-in, denuded, frenched, roast, rack, fresh, imported, Australian",100 g,193,9.9g,4.7g,97mg,25.95 g,71.00 mg,11.00 IU,3.00 mcg,1.35 mcg,0.522 mg,0.0 mg,0.00 IU,0.25 mg,0,7.00 mg,0.092 mg,1.92 mg,22.00 mg,0.004 mg,166.00 mg,227.00 mg,12.1 mcg,2.31 mg,1.370 g,0.00 g,0.0 g,0.00 g,0,0,9.91 g,4.743 g,3.972 g,0.675 g,97.00 mg,0.0 g,0.98 g,0.00 mg,64.15 g
8178,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",100 g,227,14g,5.7g,93mg,26.18 g,73.00 mg,23.00 IU,7.00 mcg,3.68 mcg,0.413 mg,0.0 mg,5.00 IU,0.08 mg,1.6 mcg,13.00 mg,0.108 mg,3.26 mg,23.00 mg,0.016 mg,202.00 mg,310.00 mg,29.9 mcg,9.85 mg,1.194 g,0.21 g,0.0 g,0.00 g,0,0,13.54 g,5.692 g,6.809 g,0.790 g,93.00 mg,0.0 g,0.99 g,0.00 mg,59.08 g
8179,"Lamb, grilled, cooked, trimmed to 0"" fat, separable lean and fat, bone-in, denuded, frenched, rib chop, fresh, imported, Australian",100 g,276,17g,8.5g,101mg,30.90 g,82.00 mg,13.00 IU,4.00 mcg,1.55 mcg,0.555 mg,0.0 mg,0.00 IU,0.35 mg,0,10.00 mg,0.136 mg,2.37 mg,26.00 mg,0.009 mg,209.00 mg,281.00 mg,14.1 mcg,3.56 mg,1.631 g,0.00 g,0.0 g,0.00 g,0,0,16.96 g,8.484 g,6.787 g,0.969 g,101.00 mg,0.0 g,1.19 g,0.00 mg,51.74 g
8180,"Lamb, roasted, cooked, trimmed to 0"" fat, separable lean only, bone-in, denuded, frenched, roast, rack, fresh, imported, Australian",100 g,175,7.6g,3.5g,97mg,26.52 g,72.00 mg,12.00 IU,3.00 mcg,1.42 mcg,0.535 mg,0.0 mg,0.00 IU,0.27 mg,0,7.00 mg,0.094 mg,1.94 mg,22.00 mg,0.004 mg,168.00 mg,230.00 mg,12.4 mcg,2.33 mg,1.400 g,0.00 g,0.0 g,0.00 g,0,0,7.63 g,3.540 g,3.093 g,0.542 g,97.00 mg,0.0 g,1.00 g,0.00 mg,66.02 g
8181,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",100 g,342,24g,12g,123mg,29.43 g,52.00 mg,0.00 IU,0.00 mcg,3.47 mcg,0.070 mg,0.0 mg,0,0,0,27.00 mg,0.106 mg,2.16 mg,18.00 mg,0.026 mg,200.00 mg,151.00 mg,4.4 mcg,4.76 mg,1.437 g,0.00 g,0.0 g,0,0,0,24.03 g,11.500 g,9.370 g,1.250 g,123.00 mg,0,1.63 g,0,43.73 g
8182,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,182,7.7g,2.8g,76mg,26.30 g,60.00 mg,0.00 IU,0.00 mcg,4.95 mcg,0.576 mg,0.0 mg,0,0.18 mg,0.4 mcg,5.00 mg,0.089 mg,2.79 mg,26.00 mg,0.015 mg,232.00 mg,361.00 mg,41.5 mcg,7.09 mg,1.601 g,0.00 g,0.0 g,0.00 g,0,0,7.66 g,2.765 g,3.044 g,0.395 g,76.00 mg,0.0 g,1.04 g,0.00 mg,64.88 g
8183,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, heel on, hindshank, leg, fresh, imported, Australian",100 g,204,9.5g,4.3g,110mg,29.52 g,84.00 mg,7.00 IU,2.00 mcg,1.39 mcg,0.394 mg,0.0 mg,0.00 IU,0.36 mg,0,6.00 mg,0.112 mg,2.00 mg,19.00 mg,0.007 mg,150.00 mg,192.00 mg,14.8 mcg,4.09 mg,1.558 g,0.00 g,0.0 g,0.00 g,0,0,9.50 g,4.293 g,3.788 g,0.843 g,110.00 mg,0.0 g,0.89 g,0.00 mg,61.85 g
8184,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, frozen, imported, New Zealand",100 g,234,14g,6.8g,101mg,25.34 g,44.00 mg,0.00 IU,0.00 mcg,2.61 mcg,0.130 mg,0.0 mg,0,0,0,9.00 mg,0.105 mg,2.13 mg,20.00 mg,0.024 mg,221.00 mg,170.00 mg,4.1 mcg,3.67 mg,1.238 g,0.00 g,0.0 g,0,0,0,13.95 g,6.750 g,5.400 g,0.680 g,101.00 mg,0,1.41 g,0,59.01 g
8185,"Beef, raw, Aust. marble score 4/5, separable lean and fat, boneless, small end rib steak/roast, rib, Wagyu, imported, Australian",100 g,317,28g,10g,76mg,17.07 g,52.00 mg,17.00 IU,5.00 mcg,0,0,0.0 mg,0,0.00 mg,0,4.00 mg,0,1.68 mg,0,0,0,0,0,0,0.697 g,0.00 g,0.0 g,0.00 g,0.00 g,0.00 g,27.64 g,10.329 g,13.685 g,0.763 g,76.00 mg,0.0 g,0.78 g,0.00 mg,54.63 g
8186,"Lamb, grilled, cooked, trimmed to 0"" fat, separable lean only, bone-in, denuded, frenched, rib chop, fresh, imported, Australian",100 g,236,12g,5.6g,103mg,33.17 g,85.00 mg,15.00 IU,5.00 mcg,1.78 mcg,0.593 mg,0.0 mg,0.00 IU,0.40 mg,0,10.00 mg,0.147 mg,2.46 mg,28.00 mg,0.009 mg,220.00 mg,294.00 mg,15.4 mcg,3.79 mg,1.751 g,0.00 g,0.0 g,0.00 g,0,0,11.50 g,5.627 g,4.695 g,0.635 g,103.00 mg,0.0 g,1.26 g,0.00 mg,55.36 g
8187,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",100 g,220,13g,5.3g,93mg,26.50 g,73.00 mg,5.00 IU,2.00 mcg,3.73 mcg,0.418 mg,0.0 mg,5.00 IU,0.08 mg,1.6 mcg,14.00 mg,0.110 mg,3.31 mg,23.00 mg,0.017 mg,205.00 mg,314.00 mg,30.2 mcg,10.05 mg,1.180 g,0.14 g,0.0 g,0.00 g,0,0,12.64 g,5.280 g,6.384 g,0.761 g,93.00 mg,0.0 g,1.00 g,0.00 mg,59.72 g
8188,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, fresh, imported, Australian",100 g,244,15g,7.1g,88mg,25.16 g,70.00 mg,0,0,3.03 mcg,0.425 mg,0,0,0,0,11.00 mg,0.147 mg,2.03 mg,23.00 mg,0.014 mg,202.00 mg,309.00 mg,5.7 mcg,4.43 mg,1.228 g,0.00 g,0,0,0,0,15.13 g,7.091 g,6.087 g,0.615 g,88.00 mg,0,1.01 g,0,59.65 g
8189,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, frenched, roast, rack, fresh, imported, Australian",100 g,291,21g,10g,97mg,25.96 g,65.00 mg,12.00 IU,4.00 mcg,1.27 mcg,0.511 mg,0.0 mg,0.00 IU,0.43 mg,0,7.00 mg,0.105 mg,2.47 mg,21.00 mg,0.004 mg,166.00 mg,228.00 mg,14.8 mcg,2.81 mg,1.370 g,0.00 g,0.0 g,0.00 g,0,0,20.77 g,10.111 g,8.435 g,1.372 g,97.00 mg,0.0 g,0.97 g,0.00 mg,53.33 g
8190,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",100 g,236,14g,6g,89mg,26.10 g,73.00 mg,22.00 IU,7.00 mcg,3.46 mcg,0.395 mg,0.0 mg,5.00 IU,0.09 mg,1.6 mcg,12.00 mg,0.110 mg,3.27 mg,23.00 mg,0.017 mg,204.00 mg,313.00 mg,31.9 mcg,9.66 mg,1.190 g,0.40 g,0.0 g,0.00 g,0,0,14.41 g,5.963 g,7.020 g,0.806 g,89.00 mg,0.0 g,0.98 g,0.00 mg,58.12 g
8191,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",100 g,215,12g,5.3g,98mg,26.30 g,73.00 mg,23.00 IU,7.00 mcg,4.22 mcg,0.456 mg,0.0 mg,4.00 IU,0.07 mg,1.6 mcg,16.00 mg,0.103 mg,3.31 mg,23.00 mg,0.016 mg,198.00 mg,301.00 mg,27.7 mcg,10.19 mg,1.200 g,0.00 g,0.0 g,0.00 g,0,0,12.25 g,5.285 g,6.491 g,0.766 g,98.00 mg,0.0 g,1.01 g,0.00 mg,60.52 g
8192,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, heel on, hindshank, leg, fresh, imported, Australian",100 g,174,5.6g,2.2g,111mg,30.73 g,86.00 mg,7.00 IU,2.00 mcg,1.51 mcg,0.402 mg,0.0 mg,0.00 IU,0.40 mg,0,5.00 mg,0.116 mg,2.02 mg,19.00 mg,0.007 mg,151.00 mg,192.00 mg,15.6 mcg,4.28 mg,1.622 g,0.00 g,0.0 g,0.00 g,0,0,5.63 g,2.241 g,2.293 g,0.635 g,111.00 mg,0.0 g,0.90 g,0.00 mg,64.87 g
